-4.000000,1.000000
-3.750000,2.561249
-3.500000,3.179449
-3.250000,3.633913
-3.000000,4.000000
-2.750000,4.307189
-2.500000,4.570714
-2.250000,4.799671
-2.000000,5.000000
-1.750000,5.175823
-1.500000,5.330127
-1.250000,5.465143
-1.000000,5.582576
-0.750000,5.683748
-0.500000,5.769696
-0.250000,5.841229
0.000000,5.898979
0.250000,5.943430
0.500000,5.974937
0.750000,5.993746
1.000000,6.000000
1.250000,5.993746
1.500000,5.974937
1.750000,5.943430
2.000000,5.898979
2.250000,5.841229
2.500000,5.769696
2.750000,5.683748
3.000000,5.582576
3.250000,5.465143
3.500000,5.330127
3.750000,5.175823
4.000000,5.000000
4.250000,4.799671
4.500000,4.570714
4.750000,4.307189
5.000000,4.000000
5.250000,3.633913
5.500000,3.179449
5.750000,2.561249
6.000000,1.000000
5.750000,-0.561249
5.500000,-1.179449
5.250000,-1.633913
5.000000,-2.000000
4.750000,-2.307189
4.500000,-2.570714
4.250000,-2.799671
4.000000,-3.000000
3.750000,-3.175823
3.500000,-3.330127
3.250000,-3.465143
3.000000,-3.582576
2.750000,-3.683748
2.500000,-3.769696
2.250000,-3.841229
2.000000,-3.898979
1.750000,-3.943430
1.500000,-3.974937
1.250000,-3.993746
1.000000,-4.000000
0.750000,-3.993746
0.500000,-3.974937
0.250000,-3.943430
-0.000000,-3.898979
-0.250000,-3.841229
-0.500000,-3.769696
-0.750000,-3.683748
-1.000000,-3.582576
-1.250000,-3.465143
-1.500000,-3.330127
-1.750000,-3.175823
-2.000000,-3.000000
-2.250000,-2.799671
-2.500000,-2.570714
-2.750000,-2.307189
-3.000000,-2.000000
-3.250000,-1.633913
-3.500000,-1.179449
-3.750000,-0.561249
-1,5.6078.539750
